region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Santa Cruz,150.0,Nissan,Sedán,2020.0,5.0,40657.0,155.0,Degradada,,50.4,97.2,Bajo,29.5,12.21,Bueno,Limpio,Carretera Pavimentada,Regular,9.3,0
Santa Cruz,0.0,Toyota,SUV,2009.0,16.0,250929.0,119.0,,85.5,8.5,84.7,Bajo,34.7,11.96,Regular,Obstruido,Ruta Interdepartamental,,18.6,1
La Paz,3683.0,Toyota,SUV,1989.0,36.0,397436.0,178.0,Degradada,85.6,72.8,96.0,Óptimo ,29.6,11.61,Desgastado,,Urbana,Mala,2.9,1
Cochabamba,2344.0,Chevrolet,Sedán,1992.0,,391859.0,137.0,Normal,87.7,5.4,125.5,Bajo,27.3,11.09,Regular,limpio,Carretera Pavimentada,Regualr,-4.9,1
Santa Cruz,384.0,Mazda,Camioneta 4x4,1987.0,38.0,467596.0,,Normal,91.5,4.4,89.5,Óptimo,33.1,10.92,Bueno,Sucio,Camino de Tierra,Mala,18.2,0
Santa Cruz,371.0,Nissan,CAMIONETA 4X4,1988.0,37.0,394284.0,90.0,Normal,84.5,5.5,110.5,,31.1,11.09,Desgastado,Limpio,Carretera Pavimentada,Mala,28.3,0
Sucre,3048.0,Hyundai,SUV,1992.0,33.0,430038.0,25.0,Normal,86.4,,95.9,Óptimo,30.5,12.14,Regular,Limpio,Camino de Tierra,Regualr,6.7,0
Sucre,2870.0,Mitsubishi,Camioneta 4x4,1990.0,35.0,506181.0,38.0,Degradada,85.5,,999.9,Muy Bajo,36.8,12.39,Desgastado,,Camino de Tierra,Muy Mala,16.3,1
Cochabamba,2583.0,Kia,Pickup,1990.0,35.0,367002.0,563.0,Normal,85.0,3.5,104.8,bjo,28.8,10.69,Regular,LIMPIO,Urbana,,16.1,1
Potosí,4093.0,kia,Pickup,1991.0,34.0,488216.0,169.0,Normal,86.2,5.0,122.1,Muy Bajo,34.4,11.3,Regular,Sucio,Carretera Pavimentada,Regular,13.1,1
Sucre,,Suzuki,Suv,,32.0,446256.0,198.0,Degradada,69.0,45.2,104.7,MUY BAJO,19.9,10.77,Desgastado,Limpo,Ruta Interdepartamental,Muy mala,6.8,1
Santa Cruz,347.0,Kia ,Camión,1988.0,37.0,470065.0,3.0,normal,,3.1,86.4,Óptimo,29.5,11.65,Regular,scuio,Carretera Pavimentada,Regular,21.4,0
Santa Cruz,577.0,Kia,,1992.0,33.0,379702.0,62.0,Normal,90.5,3.0,122.6,Óptimo,31.3,11.9,Regular,sucio,Camino de Tierra,mla,16.6,0
Tarija,1700.0,Ford,Sedán,2005.0,20.0,323388.0,105.0,Normal,84.2,1.4,98.1,Bajo,30.2,12.05,Regular,Limpio,Camino de Tierra,Regular,15.6,0
Santa Cruz,464.0,Suzuki,Minibús,1991.0,34.0,386838.0,21.0,Contaminada,74.2,115.6,,Óptimo,27.3,12.87,Regular,Limpio,Carretera Pavimentada,Mala,3.8,1
La Paz,3408.0,Mazda,Camioneta 4x4,1989.0,36.0,418830.0,245.0,,,8.4,109.5,Bajo,23.4,10.92,Regular,,Carretera Pavimentada,Muy Mala,4.9,1
Cochabamba,2589.0,Nissan,camioneta4x4,1986.0,,515349.0,19.0,Normal,82.5,8.1,,Óptimo,28.0,10.71,Desgastado,Obstruído,Urbana,Mala,12.5,1
La Paz,3669.0,Toyota,Camión,1998.0,27.0,429428.0,131.0,NORML,86.0,4.9,111.4,Óptimo,28.4,11.37,Bueno ,Limpio,Carretera Pavimentada,Regular,10.2,1
Oruro,3957.0,Toyota,Camioneta 4x4,2012.0,13.0,165200.0,104.0,NORML,85.3,10.4,88.2,Optimo,32.0,11.96,Bueno,Limpio,Urbana,Mala,-3.3,1
Santa Cruz,181.0,HUNDAI,SUV,1986.0,39.0,542710.0,,Normal,87.4,-400.6973669053551,,Bajo,36.0,12.69,Crítico,Limpio,Urbana,Regular,35.6,0
Cobija,200.0,Nissan,Camioneta 4x4,2000.0,25.0,302872.0,48.0,Normal,,4.0,110.8,,25.5,12.4,Desgastado,Limpio,Urbana,Mala,18.4,1
La Paz,3763.0,Suzuki,Sedán,2004.0,21.0,231855.0,43.0,Degradada,85.3,15.3,90.6,bjo,32.6,11.98,Crítico,Limpio,Urbana,buena ,8.2,0
Cochabamba,2608.0,Honda,Camioneta 4x4,2002.0,23.0,230575.0,243.0,,85.3,,99.6,Bajo,28.0,12.8,Regular,Obstruido,Camino de Tierra,Regular,11.1,0
Santa Cruz,443.0,mazda,Pickup,2014.0,11.0,114128.0,32.0,,71.4,93.1,94.9,Óptimo,34.4,12.18,Bueno,,Ruta Interdepartamental,Buena,13.5,0
La Paz,3497.0,Mazda,SUV,2013.0,12.0,121696.0,178.0,Normal,87.7,9.4,110.7,Bajo,36.0,11.93,Bueno,Sucio,Carretera Pavimentada,Regular,5.8,1
Sucre,2721.0,Mitsubisi,Sedán,1986.0,39.0,509577.0,27.0,Normal,86.8,1.3,106.7,Óptimo,,-61.13413110971945,REGULAR,Limpio,Carretera Pavimentada,Muy Mala,1.7,1
Santa Cruz,603.0,Hyundai,camioneta4x4,1995.0,30.0,,271.0,Normal,85.4,,94.5,bjo,33.6,11.05,Bueno,Sucio,Camino de Tierra,Buena ,22.2,0
Tarija,1858.0,Nissan,Pickup,2005.0,20.0,300187.0,237.0,Normal,87.2,,112.0,Óptimo,19.9,11.46,Regular,Limpio,Urbana,Regular,11.2,1
La Paz,3696.0,Toyota,Sedán,2019.0,6.0,77251.0,201.0,Normal,88.6,1.6,101.8,Bajo,,13.49,Bueno,Limpio,Ruta Interdepartamental,MUY MALA,17.0,1
Cochabamba,,Ford,Camioneta 4x4,2010.0,15.0,187895.0,87.0,Normal,89.7,0.0,,ÓPTIMO,,12.54,,Limpio,Urbana,Mala,4.2,0
Santa Cruz,239.0,Mazda,Camioneta 4x4,,36.0,432002.0,4.0,,80.6,6.1,80.0,Óptimo,40.0,12.26,Crítico,Obstruido,Urbana,Regular,28.3,0
Sucre,2950.0,Chevrolet,Minibús,1992.0,33.0,383713.0,18.0,Degradada,82.0,31.2,114.6,Optimo,532.3493569350924,11.56,Crítico,,Urbana,Regular,7.8,1
La Paz,3715.0,Suzuki,Camioneta 4x4,,17.0,214763.0,79.0,Degradada,,-742.2936181789931,118.1,Óptimo,33.9,12.04,Regular,Obstruido,,Mala,15.7,1
Santa Cruz,762.0,Kia,Sedán,1998.0,27.0,364543.0,5.0,Normal,90.5,10.9,95.6,Óptimo,31.5,12.96,Bueno,Sucio,,Mala,13.0,0
La Paz,3488.0,Kia ,MINIBUS,2000.0,25.0,286600.0,8.0,Normal,,7.6,83.2,Óptimo,28.8,11.37,Crítico,Limpio,Carretera Pavimentada,Regular,0.3,0
Santa Cruz,539.0,Nissan,Sedán,2002.0,23.0,265080.0,17.0,Normal,89.8,1.6,85.8,BAJO,38.6,12.21,desgastado,Sucio,Ruta Interdepartamental,Regular,15.2,0
La Paz,3443.0,Honda,Minibús,1987.0,38.0,518468.0,39.0,Normal,85.2,,,Óptimo,33.6,12.48,Regular,,Camino de Tierra,Mala,5.9,1
Trinidad,261.0,Hyundai,MINIBÚS,2013.0,12.0,154354.0,179.0,Normal ,82.8,,96.8,Muy Bajo,30.0,11.57,Crítico,Sucio,Ruta Interdepartamental,Muy Mala,22.9,1
Cochabamba,2704.0,Mazda,Camioneta 4x4,2013.0,12.0,,6.0,Normal,90.8,0.9,79.1,optimo,32.5,11.7,Bueno ,Sucio,Camino de Tierra,Regular,14.4,0
Potosí,3656.0,toyota,Sedán,1998.0,27.0,430003.0,534.0,Normal,,5.3,107.6,muy_bajo,32.3,11.46,Crítico,Sucio,Camino de Tierra,Regular,10.5,1
La Paz,3609.0,Nissan,Minibús,2003.0,22.0,322802.0,41.0,Normal,81.0,6.3,100.2,Óptimo,33.1,12.03,Regular,Sucio,Urbana,Regular,21.9,1
Potosí,3883.0,Honda,Camioneta 4x4,2004.0,21.0,239250.0,50.0,Normal,91.1,3.5,112.1,Bajo,34.8,11.98,Crítico,Obstruido,Urbana,Buena,6.4,1
Santa Cruz,311.0,Ford,Camioneta 4x4,1990.0,35.0,500325.0,,Contaminada,,90.7,88.0,Óptimo,25.0,11.34,Regualr,scuio,Camino de Tierra,Muy Mala,12.3,0
Cobija,348.0,Mazda,Minibús,1988.0,37.0,450433.0,97046.44604250618,,87.4,0.0,109.5,Óptimo,25.0,11.91,Regular,Obstruido,Carretera Pavimentada,mla,7.2,0
Cochabamba,2726.0,Nissan,Minibús,1985.0,40.0,577638.0,2.0,Normal,84.5,,97.7,Óptimo,37.0,11.44,Crítico,Limpio,Urbana,Buena,3.0,1
Cochabamba,2538.0,Ford,Sedán,2016.0,9.0,122901.0,12.0,,90.0,12.1,60.7,Óptimo,27.3,12.11,Regular,Sucio,Carretera Pavimentada,muy_mala,,0
Santa Cruz,447.0,Hyundai,Sedán,1994.0,31.0,322188.0,13.0,Normal,85.6,1.6,85.7,ÓPTIMO,29.9,,Crítico,Limpio,Ruta Interdepartamental,Regular,18.4,0
Santa Cruz,433.0,Mazda,Camioneta 4x4,1987.0,38.0,404494.0,141.0,Normal,85.6,2.0,97.0,Bajo,33.0,11.84,,SUCIO,Camino de Tierra,,20.0,0
Sucre,2810.0,Nissan,Camión,1998.0,27.0,309747.0,51.0,Contaminada,61.3,,100.9,bajo,31.1,,Crítico,Sucio,Urbana,Muy Mala,9.1,1
Cochabamba,2395.0,Hyundai,Minibús,1987.0,38.0,354827.0,74.0,Normal,,0.0,93.6,Óptimo,31.7,11.86,Desgastado,Obstruido,Camino de Tierra,Muy Mala,20.8,1
Cochabamba,2724.0,Kia,SUV,1987.0,38.0,517238.0,389.0,Contaminada,67.0,,81.7,Bajo,,11.28,Crítico,,Urbana,Regular,6.4,1
Santa Cruz,460.0,hyundai,Camión,1998.0,27.0,384086.0,,Normal,80.8,5.6,106.5,,,11.94,Crítico,Sucio,Camino de Tierra,Mala,21.7,1
La Paz,3699.0,CHEVROLET,SUV,2063.0,26.0,298228.0,9.0,Normal,91.7,2.5,121.2,Bajo,34.5,11.47,Regular,Sucio,Ruta Interdepartamental,Regular,-8.0,0
Tarija,1745.0,Suzuki,Camioneta 4x4,2001.0,24.0,279302.0,,Contaminada,71.4,135.5,,Óptimo,31.2,,Regular,Sucio,Camino de Tierra,muy_mala,11.1,0
Cochabamba,2489.0,,Camioneta 4x4,2004.0,21.0,278383.0,23.0,Normal,82.7,,108.1,Muy Bajo,43.3,,Critico,Limpio,Urbana,BUENA,14.2,0
Santa Cruz,390.0,Mitsubishi,SUV,2005.0,20.0,186707.0,20.0,Contaminada,67.2,,99.1,Óptimo,27.9,11.24,desgastado,Obstruido,Urbana,Regular,33.4,1
La Paz,3410.0,Kia,CAMIONETA 4X4,1997.0,28.0,372832.0,,Degradada,,33.6,86.0,Óptimo,33.5,11.5,Regular,Sucio,Camino de Tierra,Muy Mala,15.4,0
Sucre,2557.0,Mitsubishi,Camioneta 4x4,2004.0,21.0,262738.0,143.0,normal,,3.8,102.3,Muy Bajo,32.0,12.63,DESGASTADO,Sucio,Urbana,Muy Mala,-2.7,1
Cochabamba,2468.0,Mazda,Sedán,1993.0,32.0,,36.0,Degradada,83.2,46.2,133.1,Óptimo,32.9,11.65,Regular,,Ruta Interdepartamental,Mala,18.0,1
Tarija,1944.0,,Pickup,1997.0,28.0,390625.0,,,86.2,5.6,81.1,Bajo,32.5,11.25,Desgastado,Sucio,Carretera Pavimentada,Buena,18.1,1
La Paz,3542.0,Hyundai,Camioneta 4x4,1995.0,30.0,408134.0,58.0,Normal,87.3,,117.9,Óptimo,,10.9,Crítico,Limpio,Carretera Pavimentada,Regualr,15.4,1
Sucre,2657.0,Kia,SEDÁN,1994.0,31.0,300916.0,353.0,Norml,86.2,7.2,98.8,Muy Bajo,,11.59,,Limpio,Urbana,Regular,19.4,1
Sucre,2688.0,KIA,Camión,1991.0,34.0,488423.0,88.0,Normal,90.5,3.9,96.4,Óptimo,33.3,11.88,Bueno,Obstruido,Camino de Tierra,Regular,10.7,1
Sucre,2742.0,Suzuki,Camioneta 4x4,,38.0,,168.0,Degradada,85.5,53.5,115.7,BAJO,26.7,12.28,Bueno,Limpio,Camino de Tierra,Regular,11.0,0
Tarija,1813.0,kia,Pickup,1999.0,26.0,353497.0,245.0,Degradada,79.5,54.5,88.8,Muy Bajo,28.9,,Regular,Obstruido,Carretera Pavimentada,Mala,1.2,0
Tarija,2191.0,Kia,Camioneta 4x4,2000.0,25.0,266617.0,98.0,Normal,84.2,3.0,,Óptimo,33.5,,,Limpio,Ruta Interdepartamental,Buena,16.3,0
Santa Cruz,574.0,Mitsubishi,CAMIÓN,1994.0,31.0,,246.0,Normal,86.7,6.7,91.9,bjo,29.6,12.19,Crítico,Sucio,,Mala,12.8,1
Oruro,3860.0,,camioneta 4x4,2021.0,4.0,60558.0,61.0,Norml,77.7,4.3,87.6,Óptimo,34.3,12.63,Bueno,Sucio,Urbana,Regular,3.0,0
Santa Cruz,591.0,Nissan,SUV,2000.0,,295471.0,58.0,Degradada,81.3,49.4,,optimo,30.1,11.99,Desgastado,Sucio,Camino de Tierra,Regular,9.7,1
Cochabamba,2408.0,Hyundai,Pickup,2014.0,11.0,138160.0,205.0,,,,101.8,Muy Bajo,27.8,13.32,REGULAR,limpio,Ruta Interdepartamental,mala,0.9,1
La Paz,3457.0,Hyundai,,2001.0,24.0,1774016.1144949573,35.0,Degradada,79.1,60.4,127.9,Óptimo,22.6,9.81,Desgastado,Sucio,,Regular,7.9,1
La Paz,3474.0,Kia,SUV,1990.0,35.0,456538.0,164.0,Normal,88.4,2.4,103.9,Óptimo,37.5,10.45,Desgastado,LIMPIO,Urbana,Mala,20.4,1
Potosí,4167.0,suzuki,sedan,2021.0,4.0,-146.3673676036051,10.0,Normal,85.3,,98.9,Bajo,29.4,12.19,Bueno,Limpio,Carretera Pavimentada,Mala,6.6,1
Santa Cruz,334.0,Kia,Pickup,2014.0,11.0,131881.0,131.0,Degradada,,,86.3,Óptimo,29.9,12.57,Desgastado,limpio,Carretera Pavimentada,regular,12.5,1
Santa Cruz,228.0,Suzuki,Minibús,1998.0,27.0,251930.0,369.0,Degradada,81.0,71.7,,,35.3,13.25,,Sucio,Camino de Tierra,Mala,17.6,1
Santa Cruz,351.0,Mitsubishi,SUV,1991.0,34.0,420091.0,79.0,Degradada,77.8,56.0,111.5,Óptimo,28.0,11.8,,limpio,Carretera Pavimentada,Buena,17.7,0
Cochabamba,2522.0,Hyundai,Camión,1991.0,34.0,518819.0,69.0,contaminada,76.6,111.1,92.5,Óptimo,,12.11,Desgastado,Limpio,Carretera Pavimentada,Mala,16.8,1
Cochabamba,2598.0,Chevrolet,Sedán,2010.0,15.0,181962.0,101.0,Normal,89.3,4.1,102.6,Muy Bajo,33.2,12.19,Regular,Sucio,Carretera Pavimentada,,9.4,1
La Paz,3678.0,honda,Minibús,1986.0,39.0,568357.0,165.0,Normal,88.7,,99.0,Óptimo,37.0,12.33,Desgastado,Obstruido,Urbana,Regular,0.9,1
Potosí,3843.0,Chevrolet,Sedán,2003.0,22.0,241516.0,57.0,,68.8,126.5,85.9,Bajo,35.6,,Regular,limpio,Carretera Pavimentada,Regular,5.8,1
Cochabamba,2661.0,Mitsubishi,Camión,2003.0,22.0,337942.0,1.0,Degradada,82.3,43.2,102.1,Óptimo,35.0,,Crítico,Sucio,Ruta Interdepartamental,Regular,14.3,1
La Paz,3544.0,Mazda,Camioneta 4x4,1990.0,35.0,421923.0,,DEGRADADA,77.0,43.6,83.7,bajo,28.6,10.94,Desgastado,,Carretera Pavimentada,Mala,1.0,1
Oruro,3683.0,Kia,Sedán,2006.0,19.0,212075.0,70.0,Normal,86.7,1.5,103.7,Óptimo,25.7,11.7,crítico,Limpo,Carretera Pavimentada,Mala,2.5,0
Sucre,2913.0,honda,Pickup,2006.0,19.0,263830.0,98.0,,69.5,59.3,,,35.9,11.37,Bueno,Limpio,Urbana,Mala,22.3,1
Santa Cruz,320.0,chevrolet,Pickup,1994.0,31.0,388856.0,,Degradada,84.6,51.7,88.1,Bajo,23.3,11.46,Desgastado,Obstruido,Camino de Tierra,Muy Mala,17.9,1
Cobija,205.0,Mazda,Pickup,1998.0,27.0,298850.0,43.0,,,51.8,90.4,Óptimo,,11.8,Bueno,Obstruido,Ruta Interdepartamental,Muy Mala,23.4,1
Trinidad,326.0,Mazda,SUV,2011.0,14.0,129891.0,91.0,Degradada,80.9,,90.9,Óptimo,29.8,12.4,Regular,Sucio,Ruta Interdepartamental,Mala,4.0,0
Tarija,1737.0,,Camión,1999.0,26.0,273441.0,,Normal ,,0.4,93.7,Óptimo,29.7,,Crítico,Sucio,,Mala,16.3,0
Cochabamba,2500.0,Ford,Camión,2003.0,22.0,325697.0,79.0,Contaminada,,87.0,104.0,Bajo,,12.78,CRITICO,Sucio,Urbana,Mala,6.4,1
Tarija,,Ford,Sedán,1996.0,29.0,455215.0,54.0,Normal ,87.2,7.3,97.2,Óptimo,30.1,12.25,Regular,Limpio,Ruta Interdepartamental,Buena,10.8,0
Santa Cruz,724.0,Mazda,Pickup,1989.0,36.0,372780.0,59.0,Normal,87.0,3.5,128.2,,30.5,10.43,,Obstruido,Ruta Interdepartamental,Regular,9.4,0
La Paz,3731.0,Honda,SUV,2023.0,2.0,27636.0,112.0,Normal,94.6,1.9,85.5,Óptimo,29.1,11.78,Bueno,Sucio,Ruta Interdepartamental,Regular,4.7,0
Cochabamba,2629.0,Mitsubishi,Camión,1999.0,26.0,235409.0,152.0,Contaminada,70.8,,85.1,Muy Bajo,31.9,,Regular,Sucio,Urbana,Buena,,1
Santa Cruz,496.0,Chevrolet,Pickup,1994.0,31.0,346623.0,1.0,,,4.0,88.6,Óptimo,19.3,12.73,,scuio,Carretera Pavimentada,Mala,,0
,2397.0,Suzuki,Minibús,2006.0,19.0,217518.0,272.0,Normal,87.5,,86.7,,,11.96,Desgastado,Obstruido,Urbana,Buena,14.9,1
Sucre,2827.0,Suzuki,Camioneta 4x4,2003.0,22.0,305950.0,58.0,Normal,86.6,,113.1,Óptimo,39.9,12.4,,Sucio,Carretera Pavimentada,mala,14.8,1
Sucre,2806.0,Kia,PICKUP,1991.0,34.0,325336.0,134.0,Normal ,84.8,4.9,,Óptimo,,10.91,,Limpio,Carretera Pavimentada,Buena,7.5,1
La Paz,3688.0,Chevrolet,Camioneta 4x4,2014.0,11.0,155218.0,16.0,,81.7,9.0,,Óptimo,31.4,11.66,Regular,Sucio,Carretera Pavimentada,Mala,3.8,0
Cochabamba,2575.0,Honda,Minibús,1986.0,39.0,411443.0,110.0,Contaminada,75.7,157.2,106.3,Muy Bajo,29.5,11.54,Desgastado,LIMPIO,Carretera Pavimentada,Buena,22.6,1
Potosí,,Ford,Camioneta 4x4,2002.0,23.0,326380.0,147.0,Normal,84.4,2.6,107.1,Muy Bajo,,10.62,Crítico,Sucio,Carretera Pavimentada,Mala,10.8,1
La Paz,3593.0,Hyundai,Minibús,1998.0,27.0,365615.0,22.0,NORML,84.0,,,Óptimo,35.2,-15.833243786264305,regular,Obstruido,Urbana,Mala,,0
La Paz,3649.0,Suzuki,Camión,1993.0,32.0,351744.0,316.0,Degradada,76.8,57.2,109.6,Bajo,25.3,12.52,regular,Sucio,Urbana,Buena,15.1,0
Santa Cruz,232.0,Kia,Minibús,2011.0,14.0,207102.0,184.0,Degradada,,46.3,100.4,Bajo,28.6,12.73,Desgastado,Limpio,Camino de Tierra,,21.9,0
Oruro,3658.0,Toyota,Minibús,2004.0,21.0,,99.0,Contaminada,75.3,130.6,80.8,Óptimo,26.6,10.94,critico,Sucio,,Mala,8.1,1
Cochabamba,2767.0,Nissan,Camioneta 4x4,2008.0,17.0,168253.0,-378.5339180729704,Degradada,-3.593724165810954,65.8,83.7,Muy Bajo,37.9,12.07,Crítico,Limpio,Carretera Pavimentada,,9.8,1
Potosí,4015.0,Toyota,Minibús,1996.0,29.0,283279.0,260.0,Normal,87.6,5.7,,Bajo,31.0,11.32,Crítico,Sucio,Camino de Tierra,Regular,1.7,1
Trinidad,,Honda,Pickup,2017.0,8.0,93990.0,,Contaminada,75.5,102.2,85.8,Óptimo,29.5,11.89,Bueno,Obstruido,Carretera Pavimentada,Mala,11.1,1
Oruro,3990.0,Honda,Sedán,1994.0,31.0,297752.0,,Degradada,81.7,63.8,104.0,bajo,34.3,10.0,Desgastado,Limpo,Ruta Interdepartamental,Buena,9.8,0
Cochabamba,2354.0,Kia ,Sedn,1999.0,26.0,,155.0,Normal,88.8,,86.8,Bajo,29.1,,Bueno,Sucio,Carretera Pavimentada,Mala,1.5,0
Santa Cruz,,Mitsubishi,Sedán,2017.0,8.0,-673.7095110363753,38.0,Normal,92.5,4.9,77.2,Óptimo,27.8,13.18,,Sucio,Ruta Interdepartamental,buena ,23.5,0
Santa Cruz,673.0,Mazda,Pickup,1987.0,38.0,379656.0,79.0,,,102.6,90.3,Óptimo,23.1,10.01,Desgastado,Limpio,Urbana,Buena,23.3,0
La Paz,3647.0,Hyundai,Camión,1988.0,37.0,573409.0,100.0,Normal,,1.4,88.8,Óptimo,37.4,,regular,Sucio,Camino de Tierra,Regular,10.4,0
Santa Cruz,380.0,Toyota,Pickup,2023.0,2.0,,79.0,NORMAL,84.2,4.7,103.7,Óptimo,33.0,12.71,Bueno,Limpio,Urbana,Mala,20.0,0
Cochabamba,2378.0,Hyundai,Minibús,2021.0,,34904.0,11.0,,82.2,5.2,107.6,Óptimo,28.7,12.33,Bueno,Limpio,Camino de Tierra,Regular,4.2,0
Cochabamba,2625.0,Ford,Camioneta 4x4,2008.0,17.0,250024.0,173.0,DEGRADADA,73.0,41.2,104.8,Óptimo,42.4,12.14,DESGASTADO,Limpio,Camino de Tierra,,20.7,1
La Paz,3722.0,Nissan,SUV,1998.0,,365796.0,35.0,Normal,89.8,8.0,114.0,Óptimo,33.9,11.57,Regular,Limpio,Carretera Pavimentada,Regular,6.8,0
La Paz,3476.0,Nissan,Sedán,,26.0,259229.0,174.0,,,-252.76283054434668,95.8,Óptimo,27.4,12.4,Regular,Limpio,Carretera Pavimentada,Regular,16.1,1
Santa Cruz,395.0,Suzuki,camioneta4x4,1992.0,33.0,391410.0,260.0,Normal,,6.1,88.0,Bajo,40.6,10.95,Desgastado,Limpo,Urbana,Muy Mala,22.9,1
Cochabamba,2508.0,Honda,Camioneta 4x4,1997.0,28.0,436963.0,99.0,Normal,,1.4,103.3,Óptimo,30.2,12.45,CRÍTICO,Obstruido,Carretera Pavimentada,Mala,1.0,0
Cochabamba,2596.0,CHEVROLET,Camioneta 4x4,1997.0,28.0,382576.0,159.0,Normal,,12.2,108.1,Bajo,29.2,11.93,Bueno,scuio,Urbana,Mala,12.8,1
Santa Cruz,248.0,Ford,Camioneta 4x4,1986.0,39.0,557721.0,4.0,Normal,81.6,3.0,97.9,Óptimo,30.8,11.64,Desgastad,Limpio,Urbana,Buena,21.9,1
Santa Cruz,604.0,Mazda,Sedán,1997.0,,,4.0,Normal,,0.1,,Óptimo,33.2,13.14,Desgastado,Sucio,Urbana,Regular,16.6,0
La Paz,3777.0,Onda,Sedán,1998.0,27.0,0.0,28.0,Normal,85.9,4.3,,Óptimo,29.0,12.01,DESGASTADO,Obstruido,Camino de Tierra,mla,6.0,1
Tarija,1812.0,Honda,Camioneta 4x4,2004.0,,277541.0,57.0,,,5.7,,Óptimo,40.0,12.09,Regular,Limpo,Urbana,Regualr,6.3,0
La Paz,3608.0,Hyundai,SUV,1999.0,26.0,373144.0,,Degradad,78.7,58.2,114.4,OPTIMO,29.8,11.63,Regular,Obstruido,Carretera Pavimentada,Buena,0.2,1
Santa Cruz,396.0,Nissan,Sedán,2013.0,12.0,163472.0,131.0,Contaminada,67.5,152.2,,Óptimo,29.1,11.98,Desgastado,Obstruido,Camino de Tierra,buena ,,1
Tarija,1749.0,Toyota,Camioneta 4x4,1995.0,,283647.0,42.0,Normal,83.6,6.9,104.2,Óptimo,25.5,12.98,Regular,Limpio,Camino de Tierra,Buena,13.1,0
Trinidad,170.0,Suzuki,Sedán,1996.0,29.0,388847.0,242.0,Contaminada,82.2,145.2,66.7,Muy Bajo,31.6,12.87,Crítico,Limpio,,Buena,32.3,1
La Paz,3599.0,Kia,Minibús,2001.0,24.0,321218.0,106.0,Normal,,8.3,81.2,Bajo,21.0,11.89,Desgastado,Sucio,Carretera Pavimentada,muy mala,3.9,1
La Paz,3882.0,Suzuki,Minibús,1990.0,35.0,327611.0,,Degradada,,,,Óptimo,25.9,13.29,Desgastado,Limpio,Carretera Pavimentada,Regular,13.4,0
Potosí,4109.0,ford,SUV,1995.0,30.0,357018.0,290.0,Contaminada,64.0,97.1,95.6,Bajo,32.8,11.53,Regular,Limpio,Ruta Interdepartamental,MALA,2.9,1
Oruro,3846.0,,,2005.0,20.0,305263.0,229.0,Contaminada,61.4,,122.3,Óptimo,31.8,12.46,Regular,sucio,Camino de Tierra,Mala,8.3,1
Oruro,3761.0,Mazda,Camioneta 4x4,,29.0,435315.0,222.0,,,,-31.36559569577665,Bajo,32.4,12.19,Desgastado,Sucio,Camino de Tierra,Regular,-0.5,1
Santa Cruz,248.0,MAZDA,Sedán,2015.0,10.0,144962.0,,Normal,89.6,8.1,94.4,Bajo,30.6,11.83,Crítico,,Urbana,Mala,29.7,0
Oruro,3700.0,Suzuki,sedan,2002.0,23.0,230286.0,123.0,Normal,87.1,8.6,103.8,Bajo,27.4,12.32,Crítico,Sucio,Ruta Interdepartamental,Regular,-4.4,0
Oruro,3852.0,Suzuki,Pickup,1989.0,36.0,421204.0,59.0,Normal,85.4,8.8,86.4,Óptimo,15.5,11.25,Crítico,obstruido,Camino de Tierra,Mala,,0
Santa Cruz,227.0,Chevrolete,Camión,1998.0,27.0,261449.0,71.0,,,27.7,95.5,ÓPTIMO,31.2,12.85,Bueno,Sucio,Camino de Tierra,Mala,23.3,1
Cochabamba,2653.0,Mitsubishi,Sedán,2008.0,17.0,234700.0,135.0,degradada,,60.9,98.0,Muy Bajo,21.7,12.34,Regular,Limpio,Carretera Pavimentada,,16.8,1
Santa Cruz,764.0,HONDA,Sedán,2004.0,21.0,302881.0,24.0,Normal,91.1,3.3,111.5,Óptimo,24.9,11.97,Crítico,Limpio,Urbana,Mala,27.6,0
La Paz,3799.0,Toyota,Camioneta 4x4,2014.0,,171011.0,228.0,Degradada,85.7,,93.4,Óptimo,32.8,12.13,regular,Limpio,Carretera Pavimentada,Muy Mala,9.2,1
Cochabamba,2770.0,Suzuki,Sedán,2008.0,17.0,242384.0,362.0,Normal ,85.3,7.5,,Óptimo,33.2,12.45,Regular,Limpio,Camino de Tierra,Muy Mala,15.5,1
La Paz,3673.0,Ford,SUV,1986.0,39.0,368207.0,13.0,DEGRADADA,76.9,23.4,110.1,Óptimo,33.8,10.23,Desgastado,Sucio,Urbana,Regular,11.0,1
La Paz,3785.0,Mitsubishi,Minibús,1988.0,37.0,350550.0,2.0,Contaminada,71.6,,93.1,Óptimo,27.9,12.28,REGULAR,Obstruido,,Mala,13.7,1
Santa Cruz,308.0,Mazda,Minibús,2004.0,21.0,323892.0,20.0,Degradada,81.7,,63.3,Óptimo,29.5,11.87,Regular,Sucio,Carretera Pavimentada,Buena,22.5,0
La Paz,3759.0,Mitsubishi,Camioneta 4x4,1991.0,34.0,504060.0,185.0,Degradada,78.9,42.0,103.2,Bajo,31.6,,Regular,Limpio,Camino de Tierra,Regular,-0.7,1
